KH2012:KH.S1363.2	KH2012:KH.C7.572	50.762109825713196
KH2012:KH.L107.7	KH2012:KH.C2.324	41.21426212008393
KH2012:KH.C2.349	KH2012:KH.C2.59	40.83183361744698
KH2012:KH.S215.9	KH2012:KH.C1.1212	34.84284410395122
KH2012:KH.C2.349	KH2012:KH.C4.798	34.55464799715397
KH2012:KH.S215.9	KH2012:KH.S1363.2	33.26361826243564
KH2012:KH.L107.7	KH2012:KH.C1.1212	32.38996499102772
KH2012:KH.S1363.2	KH2012:KH.L18.124	30.512665163328087
KH2012:KH.C2.349	KH2012:KH.C1.1212	29.902728259103572
KH2012:KH.S1363.2	KH2012:KH.C4.798	28.90701107856749
KH2012:KH.L107.7	KH2012:KH.C7.572	28.81430520269689
KH2012:KH.C4.341	KH2012:KH.C1.1212	27.487925987880466
KH2012:KH.L107.7	KH2012:KH.S1363.2	27.0117441633734
KH2012:KH.S1363.2	KH2012:KH.C11.291	25.936663388462645
KH2012:KH.L107.7	KH2012:KH.C11.291	25.075473501908338
KH2012:KH.S555.6	KH2012:KH.L18.124	24.614489845613857
KH2012:KH.C1.1212	KH2012:KH.C2.59	24.384347039329302
KH2012:KH.C1.1212	KH2012:KH.C4.798	22.99685734693369
KH2012:KH.C1.1212	KH2012:KH.L18.124	22.13577119829721
KH2012:KH.S215.9	KH2012:KH.C7.572	22.094335959799892
KH2012:KH.S555.6	KH2012:KH.C7.572	22.05299192632812
KH2012:KH.C1.1212	KH2012:KH.C3.55	21.751893182902126
KH2012:KH.S555.6	KH2012:KH.S1363.2	21.31270110754121
KH2012:KH.S1363.2	KH2012:KH.C2.324	20.58309020676125
KH2012:KH.C1.1212	KH2012:KH.C8.164	20.532414601493066
KH2012:KH.L107.7	KH2012:KH.L171.16	20.522116307803714
KH2012:KH.C1.1212	KH2012:KH.C7.572	20.515461899642837
KH2012:KH.S215.9	KH2012:KH.C3.55	20.231109764478955
KH2012:KH.C2.349	KH2012:KH.L147.29	20.166143285731454
KH2012:KH.S1363.2	KH2012:KH.L149.20	20.12210751335958
KH2012:KH.C2.349	KH2012:KH.C11.291	19.390651521740352
KH2012:KH.S555.6	KH2012:KH.C4.798	19.30487853382031
KH2012:KH.L107.7	KH2012:KH.C4.798	19.003342738379455
KH2012:KH.S1363.2	KH2012:KH.S643.6	18.57615031665468
KH2012:KH.L107.7	KH2012:KH.L18.124	18.205637811094327
KH2012:KH.S215.9	KH2012:KH.C10.133	17.734049650822897
KH2012:KH.C4.341	KH2012:KH.L171.16	17.386964499414614
KH2012:KH.C4.341	KH2012:KH.C10.133	17.212914095198865
KH2012:KH.C1.1212	KH2012:KH.C10.246	17.19223791457967
KH2012:KH.C2.349	KH2012:KH.L18.124	17.030639642248964
KH2012:KH.C4.341	KH2012:KH.C6.40	17.028200605024583
KH2012:KH.C4.341	KH2012:KH.C3.55	16.995286229301804
KH2012:KH.S1363.2	KH2012:KH.L147.29	16.861999758714568
KH2012:KH.S1363.2	KH2012:KH.C1.1212	16.58809470198965
KH2012:KH.S1363.2	KH2012:KH.C1.94	16.550684456355928
KH2012:KH.S215.9	KH2012:KH.C4.798	16.545958094946386
