KH2012:KH.S605.3	KH2012:KH.C11.249	KH2012:KH.C9.423	KH2012:KH.C11.360	KH2012:KH.C9.850	KH2012:KH.C7.753	KH2012:KH.C4.797	KH2012:KH.S610.1	KH2012:KH.L110.3	KH2012:KH.C3.516	KH2012:KH.C2.133	KH2012:KH.C3.736	KH2012:KH.L13.35	KH2012:KH.L152.2	KH2012:KH.L116.40	KH2012:KH.C7.92	KH2012:KH.C4.616	KH2012:KH.C12.222	KH2012:KH.L170.16	KH2012:KH.L141.43	KH2012:KH.L96.87	KH2012:KH.C3.374	KH2012:KH.C8.137	KH2012:KH.C5.588	KH2012:KH.C9.565	KH2012:KH.C5.62	KH2012:KH.L96.23	KH2012:KH.C1.1276	KH2012:KH.C8.326	KH2012:KH.L140.5	KH2012:KH.C3.55	KH2012:KH.C11.404	KH2012:KH.C1.697	KH2012:KH.C14.65	KH2012:KH.L96.90	KH2012:KH.C6.94	KH2012:KH.C4.506	KH2012:KH.C8.318	KH2012:KH.C10.173	KH2012:KH.C1.367	KH2012:KH.C5.215	KH2012:KH.L43.5	KH2012:KH.C5.83	KH2012:KH.C10.264	KH2012:KH.C2.762	KH2012:KH.S351.5	KH2012:KH.C2.33	KH2012:KH.C11.18	KH2012:KH.L34.16	KH2012:KH.C1.213	KH2012:KH.C8.877	KH2012:KH.C13.46	KH2012:KH.C4.409	KH2012:KH.C8.494	KH2012:KH.C14.311	KH2012:KH.C14.139	KH2012:KH.C9.384	KH2012:KH.L30.2	KH2012:KH.L116.34	KH2012:KH.C1.1064	KH2012:KH.C13.25	KH2012:KH.C10.423	KH2012:KH.S908.2	KH2012:KH.C9.757	KH2012:KH.C14.414	KH2012:KH.C13.185	KH2012:KH.S546.5	KH2012:KH.C4.559	KH2012:KH.C7.109	KH2012:KH.C8.659	KH2012:KH.C5.94	KH2012:KH.C10.474	KH2012:KH.C4.42	KH2012:KH.C8.372	KH2012:KH.C11.600	KH2012:KH.C8.415	KH2012:KH.L141.36	KH2012:KH.L155.25	KH2012:KH.C11.77	KH2012:KH.C11.696	KH2012:KH.L130.10	KH2012:KH.C1.5	KH2012:KH.C14.281	KH2012:KH.C6.267	KH2012:KH.C2.150	KH2012:KH.C1.1125	KH2012:KH.L170.42	KH2012:KH.C1.448	KH2012:KH.C9.701	KH2012:KH.C9.512	KH2012:KH.C4.78	KH2012:KH.S910.3	KH2012:KH.C14.487	KH2012:KH.C9.582	KH2012:KH.C9.837	KH2012:KH.L155.3	KH2012:KH.C4.301	KH2012:KH.S521.5	KH2012:KH.C9.104	KH2012:KH.C3.80	KH2012:KH.L142.14	KH2012:KH.C10.512	KH2012:KH.C8.782	KH2012:KH.C4.69	KH2012:KH.C12.650	KH2012:KH.C14.37	KH2012:KH.C2.346	KH2012:KH.L141.55	KH2012:KH.C9.113	KH2012:KH.C1.404	KH2012:KH.S1877.1	KH2012:KH.C4.510	KH2012:KH.C7.659	KH2012:KH.C2.1013	KH2012:KH.C9.541	KH2012:KH.C4.443	KH2012:KH.C7.38	KH2012:KH.C4.137	KH2012:KH.C5.447	KH2012:KH.C3.699	KH2012:KH.C13.52	KH2012:KH.L3.10	KH2012:KH.C4.146	KH2012:KH.C14.103	KH2012:KH.C1.874	KH2012:KH.C3.161	KH2012:KH.C9.478	KH2012:KH.C2.313	KH2012:KH.S595.4	KH2012:KH.S460.5	KH2012:KH.L18.35	KH2012:KH.C4.488	KH2012:KH.C1.260	KH2012:KH.C7.178	KH2012:KH.C5.531	KH2012:KH.C8.635	KH2012:KH.C9.255	KH2012:KH.C9.534	KH2012:KH.C13.36	KH2012:KH.C8.717	KH2012:KH.C8.571	KH2012:KH.S793.4	KH2012:KH.C10.364	KH2012:KH.C2.252	KH2012:KH.C1.676	KH2012:KH.L155.23	KH2012:KH.L87.11	KH2012:KH.C9.226	KH2012:KH.C9.395	KH2012:KH.C8.70	KH2012:KH.C4.688	KH2012:KH.C1.436	KH2012:KH.C4.231	KH2012:KH.C8.920	KH2012:KH.L119.19	KH2012:KH.L141.21	KH2012:KH.C11.212	KH2012:KH.C8.395	KH2012:KH.C12.279	KH2012:KH.C9.235	KH2012:KH.L18.80	KH2012:KH.C8.374	KH2012:KH.L61.9	KH2012:KH.L5.1	KH2012:KH.L96.27	KH2012:KH.C3.566	KH2012:KH.C6.36	KH2012:KH.C14.483	KH2012:KH.C14.340	KH2012:KH.C2.637	KH2012:KH.C8.678	KH2012:KH.C4.271	KH2012:KH.S563.2	KH2012:KH.C1.365	KH2012:KH.C4.44	KH2012:KH.C9.412	KH2012:KH.C2.588	KH2012:KH.C4.248	KH2012:KH.C2.245	KH2012:KH.C3.257	KH2012:KH.C3.870	KH2012:KH.C9.717	KH2012:KH.C11.257	KH2012:KH.C4.505	KH2012:KH.L116.21	KH2012:KH.C10.175	KH2012:KH.C8.912	KH2012:KH.C5.474	KH2012:KH.C4.250	KH2012:KH.C14.77	KH2012:KH.S862.1	KH2012:KH.C10.58	KH2012:KH.C10.241	KH2012:KH.L114.8	KH2012:KH.C7.20	KH2012:KH.C7.794	KH2012:KH.C3.11	KH2012:KH.C3.724	KH2012:KH.C2.387	KH2012:KH.S781.2	KH2012:KH.C12.194	KH2012:KH.C5.515	KH2012:KH.C4.693	KH2012:KH.C9.780	KH2012:KH.C8.194	KH2012:KH.C8.38	KH2012:KH.C12.364	KH2012:KH.C3.819	KH2012:KH.C10.152	KH2012:KH.C4.1	KH2012:KH.C9.722	KH2012:KH.C2.1091	KH2012:KH.C5.596	KH2012:KH.C3.433	KH2012:KH.C11.715	KH2012:KH.C4.356	KH2012:KH.C11.196	KH2012:KH.C10.350	KH2012:KH.L140.2	KH2012:KH.C2.1109	KH2012:KH.S655.3	KH2012:KH.L32.2	KH2012:KH.L133.7	KH2012:KH.C8.590	KH2012:KH.C9.417	KH2012:KH.C1.88	KH2012:KH.C14.451	KH2012:KH.C8.532	KH2012:KH.L50.21	KH2012:KH.L154.60	KH2012:KH.S1051.1	KH2012:KH.C1.442	KH2012:KH.S1061.3	KH2012:KH.C2.429	KH2012:KH.C2.48	KH2012:KH.C1.483	KH2012:KH.L43.2	KH2012:KH.C4.160	KH2012:KH.C9.12	KH2012:KH.C11.662	KH2012:KH.C8.774	KH2012:KH.C2.147	KH2012:KH.C8.876	KH2012:KH.C2.64	KH2012:KH.C13.22	KH2012:KH.C13.181	KH2012:KH.C9.886	KH2012:KH.C8.660	KH2012:KH.C8.338	KH2012:KH.C1.612	KH2012:KH.L96.33	KH2012:KH.C14.42	KH2012:KH.L116.26	KH2012:KH.C10.114	KH2012:KH.C1.943	KH2012:KH.C5.12	KH2012:KH.C3.124	KH2012:KH.C10.545	KH2012:KH.S831.1	KH2012:KH.C10.524	KH2012:KH.C10.340	KH2012:KH.S728.3	KH2012:KH.C2.650	KH2012:KH.C4.327	KH2012:KH.L20.23	KH2012:KH.C3.807	KH2012:KH.C1.454	KH2012:KH.C1.1023	KH2012:KH.C4.699	KH2012:KH.C4.610	KH2012:KH.L3.13	KH2012:KH.C5.579	KH2012:KH.L65.8	KH2012:KH.C4.246	KH2012:KH.L170.96	KH2012:KH.C14.115	KH2012:KH.C8.193	KH2012:KH.C1.314	KH2012:KH.C14.528	KH2012:KH.C1.1161	KH2012:KH.C9.203	KH2012:KH.C8.407	KH2012:KH.C8.287	KH2012:KH.C10.280	KH2012:KH.L141.2	KH2012:KH.C10.500	KH2012:KH.C7.218	KH2012:KH.C8.793	KH2012:KH.C12.408	KH2012:KH.S389.10	KH2012:KH.C7.763	KH2012:KH.C5.236	KH2012:KH.C4.201	KH2012:KH.C9.812	KH2012:KH.C11.722	KH2012:KH.C9.627	KH2012:KH.S595.8	KH2012:KH.C4.176	KH2012:KH.L170.44	KH2012:KH.C3.389	KH2012:KH.L96.6	KH2012:KH.C9.7	KH2012:KH.L170.94	KH2012:KH.C2.209	KH2012:KH.L20.16	KH2012:KH.C14.534	KH2012:KH.C4.632	KH2012:KH.C3.315	KH2012:KH.C10.12	KH2012:KH.C10.345	KH2012:KH.L153.59	KH2012:KH.C2.579	KH2012:KH.C10.398	KH2012:KH.C14.462	KH2012:KH.C1.890	KH2012:KH.C2.404	KH2012:KH.C8.473	KH2012:KH.C8.284	KH2012:KH.S1399.1	KH2012:KH.C5.532	KH2012:KH.S1337.3	KH2012:KH.C14.116	KH2012:KH.C2.202	KH2012:KH.C3.719	KH2012:KH.L12.3	KH2012:KH.C2.168	KH2012:KH.L148.1	KH2012:KH.C5.487	KH2012:KH.C4.492	KH2012:KH.C1.608	KH2012:KH.C1.1157	KH2012:KH.C4.603	KH2012:KH.C10.514	KH2012:KH.C9.17	KH2012:KH.C9.132	KH2012:KH.C3.281	KH2012:KH.C8.630	KH2012:KH.C9.774	KH2012:KH.C3.47	KH2012:KH.L13.12	KH2012:KH.C5.550	KH2012:KH.C1.143	KH2012:KH.C3.549	KH2012:KH.C1.1159	KH2012:KH.C1.146	KH2012:KH.C14.234	KH2012:KH.C9.196	KH2012:KH.C8.573	KH2012:KH.C7.613	KH2012:KH.C1.1017	KH2012:KH.C12.225	KH2012:KH.C5.149	KH2012:KH.L120.1	KH2012:KH.L87.13	KH2012:KH.C1.303	KH2012:KH.C12.90	KH2012:KH.L132.5	KH2012:KH.L162.9	KH2012:KH.S653.2	KH2012:KH.C9.361	KH2012:KH.C1.1118	KH2012:KH.C14.271	KH2012:KH.C10.187	KH2012:KH.C8.817	KH2012:KH.L153.37	KH2012:KH.C9.43	KH2012:KH.C9.537	KH2012:KH.C4.169	KH2012:KH.C9.213	KH2012:KH.C9.804	KH2012:KH.S390.1	KH2012:KH.C4.804	KH2012:KH.L108.56	KH2012:KH.L44.25	KH2012:KH.C5.373	KH2012:KH.C1.941	KH2012:KH.C1.52	KH2012:KH.S545.7	KH2012:KH.C2.321	KH2012:KH.C1.1138	KH2012:KH.C8.270	KH2012:KH.C11.118	KH2012:KH.C5.253	KH2012:KH.C14.88	KH2012:KH.C7.487	KH2012:KH.C7.527	KH2012:KH.L153.22	KH2012:KH.C11.89	KH2012:KH.C3.502	KH2012:KH.C3.383	KH2012:KH.C2.294	KH2012:KH.C8.441	KH2012:KH.C6.109	KH2012:KH.C11.166	KH2012:KH.L96.44	KH2012:KH.C9.523	KH2012:KH.C12.78	KH2012:KH.C14.181	KH2012:KH.C5.510	KH2012:KH.S775.5	KH2012:KH.C8.288	KH2012:KH.C2.253	KH2012:KH.C1.1005	KH2012:KH.C4.116	KH2012:KH.L4.44	KH2012:KH.C9.310	KH2012:KH.L18.87	KH2012:KH.C1.280	KH2012:KH.C8.646	KH2012:KH.C4.410	KH2012:KH.C1.277	KH2012:KH.L154.24	KH2012:KH.C4.381	KH2012:KH.C9.452	KH2012:KH.L50.7	KH2012:KH.L18.58	KH2012:KH.C3.684	KH2012:KH.C1.119	KH2012:KH.C8.299	KH2012:KH.C8.690	KH2012:KH.S598.2	KH2012:KH.C5.27	KH2012:KH.C4.408	KH2012:KH.C14.352	KH2012:KH.C4.607	KH2012:KH.C1.803	KH2012:KH.L141.42	KH2012:KH.C6.304	KH2012:KH.C4.39	KH2012:KH.L22.22	KH2012:KH.C2.642	KH2012:KH.C11.495	KH2012:KH.S423.5	KH2012:KH.C8.146	KH2012:KH.C11.39	KH2012:KH.L41.43	KH2012:KH.C5.65	KH2012:KH.C9.212	KH2012:KH.C14.540	KH2012:KH.C2.932	KH2012:KH.C1.822	KH2012:KH.C14.262	KH2012:KH.S696.5	KH2012:KH.C11.325	KH2012:KH.L22.21	KH2012:KH.C4.295	KH2012:KH.C5.629	KH2012:KH.L142.15	KH2012:KH.C3.665	KH2012:KH.C6.17	KH2012:KH.C14.158	KH2012:KH.C9.150	KH2012:KH.C12.456	KH2012:KH.C1.70	KH2012:KH.S164.11	KH2012:KH.S2542.2	KH2012:KH.C3.488	KH2012:KH.C8.87	KH2012:KH.C10.360	KH2012:KH.S618.2	KH2012:KH.C7.513	KH2012:KH.C3.139	KH2012:KH.C14.95	KH2012:KH.C7.357	KH2012:KH.L4.3	KH2012:KH.S618.3	KH2012:KH.S1588.1	KH2012:KH.C2.93	KH2012:KH.C4.64	KH2012:KH.C9.216	KH2012:KH.C1.144	KH2012:KH.C13.155	KH2012:KH.C1.312	KH2012:KH.C11.720	KH2012:KH.L22.52	KH2012:KH.L172.26	KH2012:KH.C11.137	KH2012:KH.L96.22	KH2012:KH.L116.41	KH2012:KH.C11.184	KH2012:KH.C5.109	KH2012:KH.L128.5	KH2012:KH.C1.1013	KH2012:KH.C7.427	KH2012:KH.C6.166	KH2012:KH.C8.413	KH2012:KH.C8.168	KH2012:KH.C4.260	KH2012:KH.L142.16	KH2012:KH.C11.367	KH2012:KH.S1593.2	KH2012:KH.L170.33	KH2012:KH.C2.678	KH2012:KH.C9.781
1	2	43	0	3	1	0	0	10	0	5	55	3	4	0	1	0	11	7	2	18	2	1	52	2	5	5	0	4	3	0	0	4	26	0	3	41	0	0	2	6	1	4	7	0	0	9	0	2	0	13	5	0	0	0	0	0	2	0	59	1	1	1	4	6	2	0	0	1	1	0	3	4	1	4	5	0	0	0	0	14	6	6	2	43	1	24	0	15	3	0	3	4	4	0	3	0	3	0	0	18	5	0	4	13	3	0	0	0	1	2	0	2	0	0	0	0	2	1	0	0	0	8	2	1	1	0	0	0	6	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	5	0	2	1	2	1	0	18	1	8	0	3	12	2	0	1	5	0	1	3	4	0	5	0	0	0	1	1	1	2	3	0	0	0	1	0	4	0	1	5	0	2	1	3	0	2	4	11	0	0	0	0	0	1	0	2	1	0	0	0	4	0	0	0	0	0	0	33	0	0	1	7	19	0	0	2	2	1	5	0	1	1	0	5	9	0	7	0	0	11	0	2	0	0	0	1	9	1	4	5	0	0	10	3	4	0	0	0	1	1	3	26	1	5	0	2	0	0	0	0	1	0	11	0	0	1	5	5	1	2	20	0	2	0	0	40	2	1	19	1	2	0	4	1	0	3	0	10	0	0	0	0	3	0	9	0	0	0	3	2	2	0	0	0	0	1	6	0	0	0	0	2	0	3	0	4	0	1	0	0	0	0	2	1	1	0	0	1	0	2	0	1	4	0	1	0	2	1	0	2	1	0	1	5	1	0	2	0	13	6	0	4	4	0	2	10	0	6	2	3	4	0	0	0	0	11	0	0	0	1	1	1	44	2	7	3	1	2	4	0	0	5	5	4	2	2	3	1	0	181	0	0	0	3	0	3	0	0	2	0	0	1	0	0	53	0	2	0	1	1	0	1	0	0	2	1	1	0	0	0	0	1	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	4	2	0	4	0	0	2	0	3	4	0	0	3	18	15	0	0	12	21	8	0	6	0	0	3	0	7	0	1	0	0	1	1
0	2	21	0	13	0	0	0	15	0	10	78	1	19	6	0	0	15	17	0	18	4	2	14	3	5	9	0	4	9	0	0	2	65	0	5	80	7	0	1	18	4	13	15	1	1	5	0	2	1	19	0	1	4	2	0	1	2	0	39	0	1	10	13	18	2	0	0	1	3	1	7	9	8	2	7	0	0	0	0	19	8	6	1	81	0	54	0	11	17	0	6	4	4	0	1	0	5	0	0	14	9	6	2	15	2	0	1	0	4	19	2	0	0	2	3	2	1	0	1	1	1	14	2	0	0	0	0	3	16	0	1	0	1	1	1	0	0	0	3	0	5	0	0	1	4	7	3	0	3	2	0	23	5	11	0	0	5	2	2	2	6	0	3	1	2	0	7	4	2	2	0	4	4	9	14	2	0	0	5	2	14	2	1	2	3	5	1	8	5	6	2	9	0	1	0	0	0	4	2	1	0	0	0	0	7	3	1	3	0	2	1	36	0	2	5	6	31	1	0	5	3	2	1	1	13	0	0	1	10	2	8	0	0	7	0	9	1	2	0	3	1	1	0	9	0	0	14	4	19	0	0	2	1	4	24	35	2	0	0	1	0	1	0	0	1	1	11	4	1	1	4	3	0	4	36	0	0	6	1	34	2	0	25	0	2	0	4	3	0	5	0	25	0	1	0	1	3	1	12	0	0	0	3	1	2	0	1	1	2	5	18	1	0	0	0	3	0	8	1	8	5	2	2	1	4	1	5	1	1	0	4	1	0	4	0	5	4	0	1	0	2	0	0	2	5	0	0	4	5	0	1	0	11	5	0	8	5	1	0	4	3	5	0	4	8	0	0	1	0	18	0	0	0	8	0	2	41	11	12	3	1	1	8	0	1	9	30	7	6	1	8	3	0	217	1	0	0	6	0	6	0	0	1	3	1	3	0	0	102	0	2	2	0	0	1	1	1	0	4	5	2	4	3	0	1	0	5	6	7	2	1	1	0	3	6	2	8	0	0	3	0	11	0	0	2	0	0	1	0	0	1	0	0	1	2	2	1	4	1	0	12	1	0	4	3	0	3	1	6	4	2	0	8	14	27	0	2	12	25	15	0	2	2	0	3	0	16	0	0	0	1	1	7
0	5	32	0	4	0	0	0	0	0	0	32	2	1	0	0	0	8	5	0	6	0	1	8	1	2	0	0	6	5	0	0	0	13	0	0	24	0	0	0	5	0	12	3	0	0	4	0	0	0	6	1	0	0	0	0	0	1	0	25	0	0	0	4	6	3	0	0	0	0	0	1	1	0	1	1	0	0	0	0	10	0	1	0	41	0	20	0	8	1	0	1	0	2	0	0	0	2	0	0	3	2	0	0	17	1	0	0	0	0	3	0	1	0	0	0	0	3	0	0	0	0	7	0	4	0	0	0	0	13	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	2	1	0	0	0	0	10	0	7	1	0	2	0	1	4	0	0	1	1	2	0	2	0	0	0	1	0	1	5	0	1	0	0	1	1	0	0	0	0	0	0	0	4	0	4	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	1	5	2	6	0	0	1	2	0	1	0	1	0	0	2	4	0	3	1	1	5	0	1	0	0	0	1	0	0	1	3	0	0	6	3	5	0	0	0	0	1	1	15	3	2	0	0	0	0	0	0	0	0	9	0	1	0	2	0	0	0	6	0	1	0	0	21	0	0	6	2	1	0	2	0	0	1	0	9	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	3	0	0	1	4	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	5	7	0	1	2	1	0	1	0	2	1	1	3	0	0	0	0	5	0	0	0	0	0	1	24	0	2	3	1	0	0	0	0	1	0	4	1	0	1	0	0	51	2	0	0	2	0	1	0	0	0	1	0	1	0	0	23	0	1	0	0	1	0	0	0	0	0	1	1	3	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	1	0	0	4	1	0	1	0	0	3	1	0	0	0	0	0	3	6	0	1	5	11	2	0	3	0	0	0	0	3	0	0	0	0	0	0
331	0	17	0	11	0	0	0	0	0	6	59	3	11	1	0	0	1	3	6	6	11	0	1	0	6	5	0	0	9	9	0	1	17	0	12	27	3	0	6	9	0	7	2	4	0	5	0	0	0	8	2	3	3	4	0	0	3	0	22	0	0	0	4	6	1	0	1	1	2	0	0	1	2	0	1	0	0	0	0	9	0	7	3	22	0	29	0	0	11	0	3	1	0	2	1	0	8	0	0	0	6	1	1	18	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	1	1	0	0	0	5	8	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	1	2	1	0	2	1	0	6	1	2	0	0	1	3	1	0	7	1	0	0	6	0	2	8	0	0	0	1	1	2	6	2	0	0	1	1	13	2	1	20	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	5	0	0	0	21	0	0	6	2	5	4	0	1	0	1	0	0	2	0	0	2	2	0	3	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	8	2	6	0	0	0	0	0	1	25	0	1	0	1	0	0	0	0	2	0	5	4	1	3	0	0	1	0	8	0	0	0	0	19	2	0	5	0	1	0	3	3	0	0	0	11	2	2	0	0	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	2	1	0	3	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	7	1	0	0	0	0	2	4	0	0	1	0	0	4	0	12	1	0	4	0	0	0	0	3	0	0	0	1	0	1	22	7	2	2	1	0	0	0	1	4	3	1	0	2	2	0	1	59	1	0	0	0	0	0	0	0	1	1	1	2	0	0	23	0	0	1	0	0	0	1	3	0	5	1	1	0	1	0	0	0	0	1	0	0	2	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	1	6	0	0	2	0	0	2	1	0	1	1	0	3	0	8	0	0	2	13	1	2	1	0	0	1	0	1	1	0	0	0	0	2
9	0	15	0	17	0	3	2	6	0	5	58	0	8	0	0	0	3	4	7	6	9	1	0	0	4	2	0	0	5	5	0	5	17	0	19	30	4	0	7	7	3	6	3	0	0	3	0	1	0	3	2	8	0	6	1	0	2	0	47	0	0	0	3	9	3	0	0	1	2	0	1	2	0	3	3	0	0	0	0	15	1	12	3	22	2	17	0	0	15	0	3	9	1	2	1	0	3	0	0	2	5	0	1	20	2	2	0	1	1	0	1	1	0	1	0	8	3	0	1	0	0	0	2	0	0	0	0	2	9	0	0	0	1	2	0	0	0	5	0	0	8	0	0	3	1	4	2	0	0	1	0	4	3	1	0	0	0	3	1	0	3	0	0	0	1	0	2	0	0	0	0	3	3	1	5	2	0	0	0	1	17	0	1	14	0	4	0	1	0	4	1	4	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	3	0	0	0	22	0	1	10	1	2	1	0	1	1	0	2	1	3	0	0	0	4	0	2	4	0	2	3	1	0	0	0	3	0	1	0	0	0	0	7	0	4	0	0	1	0	0	1	28	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	1	0	0	16	0	0	0	0	14	1	1	12	0	0	0	2	0	0	1	0	4	1	2	0	0	3	1	7	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	3	1	0	0	2	2	0	0	1	0	3	5	1	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	4	4	0	0	0	0	0	3	0	1	0	2	0	3	0	2	0	1	3	0	0	0	0	4	0	0	0	4	0	1	23	4	2	2	3	0	0	2	1	2	1	1	1	1	0	1	0	33	1	0	0	1	0	0	0	0	1	2	0	1	0	0	26	0	0	3	1	0	0	0	0	0	3	0	1	0	1	0	0	0	5	0	0	0	7	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	9	0	0	1	0	0	1	0	4	2	0	0	2	1	7	0	0	1	11	1	2	3	0	0	2	0	0	0	0	0	0	0	3
0	0	0	0	9	0	0	0	6	0	0	42	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	4	18	1	0	0	1	2	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	33	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	33	0	7	0	2	0	0	0	1	1	0	1	0	0	1	0	6	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	5	0	5	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	2	0	0	1	0	0	0	1	9	0	1	1	0	2	0	4	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	3	4	0	0	0	0	0	0	1	3	0	0	2	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	1	2	0	0	1	5	4	0	0	8	0	0	0	0	10	0	0	3	0	0	0	0	1	0	0	1	18	0	0	0	1	1	0	4	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	1	0	3	1	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	1	0	0	5	0	0	1	0	0	1	0	1	3	0	0	0	0	7	0	0	0	2	0	0	20	3	0	4	0	0	1	0	0	2	1	1	1	1	2	0	0	43	0	0	0	2	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	2	0	0	2	9	7	0	0	2	13	5	0	0	0	0	0	0	1	0	0	0	1	0	0
261	0	33	0	20	0	0	1	4	0	8	65	17	14	2	0	0	4	7	5	8	13	1	0	3	3	6	1	3	5	7	1	1	27	0	6	18	2	0	15	3	4	3	1	1	0	4	1	0	0	7	1	4	5	6	2	0	3	0	35	1	1	0	4	6	9	1	0	7	1	0	1	4	2	0	0	0	0	0	0	17	0	1	1	29	0	16	0	0	14	0	1	3	0	1	1	0	8	0	0	0	4	0	1	1	0	0	0	0	0	0	0	2	0	4	0	6	2	0	0	0	0	1	1	0	0	0	1	4	6	0	0	0	0	4	0	0	0	6	2	0	1	0	0	0	0	8	7	0	1	0	0	8	0	1	0	0	1	4	0	1	7	0	0	0	2	0	0	2	0	0	0	1	0	1	3	2	0	0	1	1	9	2	0	7	0	1	0	1	0	4	1	1	0	0	0	0	0	1	0	0	0	4	1	0	4	0	0	2	0	0	0	14	0	4	2	0	3	2	0	0	0	0	1	0	1	0	0	0	3	0	1	2	0	7	0	2	0	0	0	3	0	1	0	0	0	0	8	0	4	0	0	0	0	0	2	43	0	3	0	0	0	0	0	0	1	1	8	0	0	2	1	0	0	0	16	0	0	0	0	20	0	0	6	0	0	0	4	2	1	0	0	5	0	3	0	0	0	2	6	0	0	0	1	1	2	0	0	0	1	1	2	0	0	1	0	3	0	2	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	7	3	0	0	0	0	0	3	0	2	0	1	0	4	1	2	0	0	8	0	0	1	0	8	0	0	0	1	0	3	36	5	4	2	1	0	1	1	0	2	2	2	0	1	1	3	1	68	1	0	0	2	0	1	0	0	0	2	0	0	0	0	30	0	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	0	2	1	0	1	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0	0	2	1	0	1	1	4	0	0	1	4	0	4	0	0	3	7	2	0	3	0	0	0	0	0	0	0	0	0	0	4
