KH2012:KH.L152.2	KH2012:KH.C8.774	116.95442969900927
KH2012:KH.C1.669	KH2012:KH.L152.2	113.48183348528768
KH2012:KH.C8.774	KH2012:KH.L152.2	108.80345388042159
KH2012:KH.L152.2	KH2012:KH.C1.669	101.76558099901499
KH2012:KH.L152.2	KH2012:KH.C14.65	97.03418216316648
KH2012:KH.C1.669	KH2012:KH.C14.65	85.65933269914166
KH2012:KH.C8.877	KH2012:KH.S406.9	78.96126559529354
KH2012:KH.C13.22	KH2012:KH.C7.473	76.74287009093244
KH2012:KH.C1.669	KH2012:KH.C9.423	75.24685010857374
KH2012:KH.S406.9	KH2012:KH.C8.877	74.10429785593266
KH2012:KH.C3.330	KH2012:KH.L9.13	70.49184936055597
KH2012:KH.C1.669	KH2012:KH.L65.8	68.64861290014264
KH2012:KH.C1.669	KH2012:KH.C8.372	67.72445678748012
KH2012:KH.C8.774	KH2012:KH.L87.11	66.93106365193053
KH2012:KH.L152.2	KH2012:KH.C11.468	66.38146012134416
KH2012:KH.C8.877	KH2012:KH.C10.350	66.25250983844315
KH2012:KH.L9.13	KH2012:KH.C3.330	65.07901751670911
KH2012:KH.L152.2	KH2012:KH.L65.8	62.285838480619375
KH2012:KH.L152.2	KH2012:KH.C1.175	62.2850254336565
KH2012:KH.L152.2	KH2012:KH.L87.11	62.1395534472878
KH2012:KH.C8.774	KH2012:KH.C14.65	58.79090316621599
KH2012:KH.C1.669	KH2012:KH.C4.42	58.52400875521931
KH2012:KH.C13.22	KH2012:KH.C7.427	58.327243579783406
KH2012:KH.C14.426	KH2012:KH.C12.84	57.43299223253583
KH2012:KH.L152.2	KH2012:KH.C2.48	56.70058783919854
KH2012:KH.C13.22	KH2012:KH.C8.635	56.41310072030383
KH2012:KH.C13.22	KH2012:KH.L40.18	55.573556095597425
KH2012:KH.L152.2	KH2012:KH.C9.423	55.20354498300035
KH2012:KH.C1.669	KH2012:KH.C14.483	54.70091243090163
KH2012:KH.L152.2	KH2012:KH.C9.850	54.65355669172457
KH2012:KH.L152.2	KH2012:KH.C4.42	53.957191426473905
KH2012:KH.L9.13	KH2012:KH.S406.9	53.71972664047469
KH2012:KH.C3.330	KH2012:KH.C13.146	52.7310379183958
KH2012:KH.L152.2	KH2012:KH.C8.372	52.72069695181828
KH2012:KH.C8.774	KH2012:KH.C11.468	52.28565289197736
KH2012:KH.C8.774	KH2012:KH.C13.36	51.77381149342308
KH2012:KH.L152.2	KH2012:KH.C1.697	50.5537921534949
KH2012:KH.L152.2	KH2012:KH.C14.483	50.30432761610548
KH2012:KH.C14.426	KH2012:KH.C13.36	49.830453936632395
KH2012:KH.S406.15	KH2012:KH.C11.249	49.69930682739557
KH2012:KH.C8.774	KH2012:KH.C8.660	48.93403936827968
KH2012:KH.C1.669	KH2012:KH.L96.23	48.910678743391664
KH2012:KH.L152.2	KH2012:KH.C14.426	48.739166571544985
KH2012:KH.C8.877	KH2012:KH.C14.483	48.73295935787298
KH2012:KH.L152.2	KH2012:KH.L110.3	48.39855921822915
KH2012:KH.L152.2	KH2012:KH.L116.40	47.58888711007738
KH2012:KH.C1.669	KH2012:KH.C1.697	47.55111560757881
KH2012:KH.S406.9	KH2012:KH.L9.13	47.406660206584384
KH2012:KH.S406.15	KH2012:KH.C14.116	47.16925766451154
KH2012:KH.C1.669	KH2012:KH.S1061.3	47.00312492380078
KH2012:KH.C3.330	KH2012:KH.C8.482	46.99105900045061
KH2012:KH.C13.22	KH2012:KH.C10.350	46.87990722704762
KH2012:KH.C8.774	KH2012:KH.C7.473	46.78509668075042
KH2012:KH.C1.669	KH2012:KH.C11.468	46.729196465082566
KH2012:KH.C13.22	KH2012:KH.C1.1017	45.97265612744299
KH2012:KH.C8.774	KH2012:KH.L40.18	45.92151637995983
KH2012:KH.S406.9	KH2012:KH.C13.146	45.55041327047641
KH2012:KH.C8.774	KH2012:KH.C2.48	45.49116890767739
KH2012:KH.L40.18	KH2012:KH.C14.65	45.399467231301806
KH2012:KH.C14.426	KH2012:KH.C2.48	45.35684905143426
KH2012:KH.C1.669	KH2012:KH.C10.264	45.34533912797821
KH2012:KH.L152.2	KH2012:KH.C12.650	45.26664634999965
KH2012:KH.C1.669	KH2012:KH.C13.22	44.98112110128584
KH2012:KH.C14.426	KH2012:KH.C9.837	44.85170193384203
KH2012:KH.L152.2	KH2012:KH.C10.264	44.01192628981431
KH2012:KH.L152.2	KH2012:KH.C13.36	44.004739708489524
KH2012:KH.C8.877	KH2012:KH.S406.15	43.68061847362183
KH2012:KH.C1.669	KH2012:KH.C12.650	43.45708129381928
KH2012:KH.C8.877	KH2012:KH.C1.1064	43.45327580914124
KH2012:KH.C14.426	KH2012:KH.L152.2	43.101259527391655
KH2012:KH.C3.330	KH2012:KH.C8.877	42.83989308883528
KH2012:KH.C8.774	KH2012:KH.C4.699	42.800911545383556
KH2012:KH.C1.669	KH2012:KH.C8.659	42.23754892371315
KH2012:KH.L152.2	KH2012:KH.L141.43	42.19195551026959
KH2012:KH.C13.22	KH2012:KH.C3.21	41.95952586017628
KH2012:KH.S406.9	KH2012:KH.C13.22	41.659012322500104
KH2012:KH.S406.9	KH2012:KH.S908.2	41.65779010872663
KH2012:KH.C1.669	KH2012:KH.L116.21	41.27240413669557
